violation_desc,issue_datetime,fine,issuing_agency,lat,lon,zip_code
METER EXPIRED,2017-02-25T12:58:00Z,26,PPA,40.042757,-75.074143,19149
EXPIRED INSPECTION,2017-02-25T13:13:00Z,41,PPA,40.041782,-75.07528,19149
METER EXPIRED,2017-02-25T13:19:00Z,26,PPA,40.04052,-75.075922,19149
PARKING PROHBITED,2017-03-01T21:09:00Z,41,PPA,40.024192,-75.22078,19127
METER EXPIRED CC,2017-02-24T21:12:00Z,36,PPA,39.94802,-75.153523,19106
BUS ONLY ZONE,2017-02-25T10:40:00Z,51,PPA,40.03562,-75.174975,19144
OVER TIME LIMIT CC,2017-02-04T18:58:00Z,36,PPA,39.943883,-75.151548,19106
METER EXPIRED,2017-02-25T09:03:00Z,26,PPA,40.035132,-75.175645,19144
METER EXPIRED CC,2017-03-17T19:44:00Z,36,PPA,39.96029,-75.166173,19130
LOADING ZONE   CC,2017-03-16T14:25:00Z,51,PPA,39.948623,-75.163498,19107
METER EXPIRED,2017-03-02T11:54:00Z,26,PPA,40.059423,-75.190505,19119
OVER TIME LIMIT,2017-02-11T13:56:00Z,26,PPA,39.923043,-75.165847,19148
BUS ONLY ZONE,2017-02-25T09:55:00Z,51,PPA,40.033708,-75.176972,19144
EXPIRED INSPECTION,2017-02-25T14:50:00Z,41,PPA,40.015385,-75.084998,19124
METER EXPIRED,2017-02-25T08:30:00Z,26,PPA,40.030133,-75.180593,19144
METER EXPIRED,2017-03-21T11:07:00Z,26,PPA,40.02948,-75.181097,19144
METER EXPIRED,2017-02-25T08:34:00Z,26,PPA,40.029682,-75.180918,19144
METER EXPIRED,2017-02-25T10:06:00Z,26,PPA,39.928625,-75.230138,19142
METER EXPIRED,2017-02-25T11:52:00Z,26,PPA,39.929317,-75.229412,19142
DOUBLE PARKED,2017-02-24T17:24:00Z,51,PPA,39.961692,-75.189363,19104
EXPIRED INSPECTION,2017-02-25T14:45:00Z,41,PPA,39.948673,-75.147272,19106
METER EXPIRED CC,2017-02-25T15:10:00Z,36,PPA,39.948323,-75.144562,19106
METER EXPIRED CC,2017-01-10T13:26:00Z,36,PPA,39.9494908712239,-75.1675759949771,19102
METER EXPIRED,2017-01-11T15:55:00Z,26,PPA,39.9604080049507,-75.2247869734183,19139
CROSSWALK,2017-02-01T11:33:00Z,51,POLICE,39.9605754111894,-75.199731390053,19104
METER EXPIRED,2017-02-18T11:13:00Z,26,PPA,40.061453,-75.056392,19152
METER EXPIRED CC,2017-02-24T16:46:00Z,36,PPA,39.949273,-75.168432,19103
STOPPING PROHIBITED,2017-01-16T11:47:00Z,51,PPA,40.0224079519503,-75.0770732327326,19124
EXPIRED INSPECTION,2017-01-16T11:48:00Z,41,PPA,40.0224079519503,-75.0770732327326,19124
OVER TIME LIMIT,2017-01-18T12:56:00Z,26,PPA,39.9613521352759,-75.2358395700037,19139
PARKING PROHBITED CC,2017-02-04T08:52:00Z,51,POLICE,39.9561868816213,-75.1593552146274,NA
METER EXPIRED CC,2017-03-27T19:15:00Z,36,PPA,39.94441,-75.171645,19146
METER EXPIRED CC,2017-02-07T19:38:00Z,36,PPA,39.944288,-75.170675,19146
STOPPING PROHIBITED,2017-01-18T16:07:00Z,51,PPA,40.039455902654304,-75.1446615308483,19141
METER EXPIRED,2017-02-14T14:01:00Z,26,PPA,40.0369588386543,-75.0403184653575,19136
METER EXPIRED,2017-03-17T15:58:00Z,26,PPA,40.076215,-75.20683,19118
METER EXPIRED,2017-03-07T12:52:00Z,26,PPA,39.978943,-75.15941,19121
METER EXPIRED,2017-03-04T13:42:00Z,26,PPA,39.927853,-75.231315,19142
SIDEWALK,2017-03-25T04:25:00Z,51,POLICE,39.9451920556438,-75.2111661288143,NA
OVER TIME LIMIT,2017-02-23T13:08:00Z,26,PPA,39.959827,-75.195202,19104
METER EXPIRED CC,2017-03-15T18:15:00Z,36,PPA,39.962317,-75.16051,19123
METER EXPIRED CC,2017-03-03T13:17:00Z,36,PPA,39.953378,-75.195615,19104
METER EXPIRED,2017-02-06T15:56:00Z,26,PPA,40.0375605161,-75.1446353283155,19141
OVER TIME LIMIT,2017-03-23T21:23:00Z,26,PPA,39.969818,-75.132842,19125
METER EXPIRED,2017-01-16T15:18:00Z,26,PPA,40.0422430098598,-75.0747363159533,19149
METER EXPIRED,2017-01-20T14:36:00Z,26,PPA,40.042428,-75.074427,19149
METER EXPIRED,2017-03-06T13:27:00Z,26,PPA,40.042367,-75.074577,19149
PARKING PROHBITED CC,2017-02-08T12:15:00Z,51,PPA,39.951003,-75.167508,19102
METER EXPIRED,2017-03-23T15:39:00Z,26,PPA,40.025795,-75.224472,19127
METER EXPIRED,2017-03-08T15:28:00Z,26,PPA,40.020293,-75.216317,19127
OVER TIME LIMIT,2017-02-24T19:51:00Z,26,PPA,39.964873,-75.190073,19104
METER EXPIRED,2017-02-25T14:32:00Z,26,PPA,40.037503,-75.042287,19149
METER EXPIRED,2017-01-17T15:33:00Z,26,PPA,40.0753372622748,-75.2070859782313,19118
BUS ONLY ZONE,2017-02-25T11:49:00Z,51,PPA,40.049367,-75.183883,19119
BUS ONLY ZONE,2017-01-04T08:12:00Z,51,PPA,39.965645049351,-75.1777729684721,NA
METER EXPIRED CC,2017-01-09T11:53:00Z,36,PPA,39.9500385536951,-75.1698855270331,19103
OVER TIME LIMIT,2017-01-28T13:30:00Z,26,PPA,39.9672954798311,-75.1729304521821,19130
OVER TIME LIMIT,2017-02-25T09:51:00Z,26,PPA,39.967503,-75.178282,19130
PARKING PROHBITED,2017-01-17T16:24:00Z,41,POLICE,39.9396625562929,-75.2266656714445,NA
METER EXPIRED,2017-02-25T14:15:00Z,26,PPA,39.92696,-75.23238,19142
PASSENGR LOADNG ZONE,2017-02-23T17:51:00Z,31,PPA,39.941897,-75.149205,19147
STOP PROHIBITED CC,2017-03-26T10:20:00Z,76,PPA,39.95611,-75.171587,19103
UNREG/ABANDONED VEH,2017-01-22T09:30:00Z,301,POLICE,40.0349599226638,-75.1756107897448,19144
DOUBLE PARKED  CC,2017-01-30T00:13:00Z,76,POLICE,39.9496841815754,-75.1763771086773,NA
PARKING PROHBITED CC,2017-02-10T00:11:00Z,51,POLICE,39.9486919340845,-75.180061352167,19103
PARKING PROHBITED CC,2017-02-09T00:28:00Z,51,POLICE,39.9486919340845,-75.180061352167,19103
EXPIRED INSPECTION,2017-02-24T16:03:00Z,41,PPA,39.948167,-75.178338,19103
EXPIRED INSPECTION,2017-02-25T12:28:00Z,41,PPA,39.948158,-75.178427,19103
PARKING PROHBITED CC,2017-03-15T09:50:00Z,51,PPA,39.948878,-75.179982,19103
PARKING PROHBITED CC,2017-03-20T00:19:00Z,51,POLICE,39.9486919340845,-75.180061352167,19103
LOADING ZONE,2017-01-07T08:03:00Z,31,PPA,39.9671605125035,-75.1659041696438,19130
LOADING ZONE,2017-02-04T07:45:00Z,31,PPA,39.967205,-75.166017,19130
LOADING ZONE,2017-02-10T07:54:00Z,31,PPA,39.967278,-75.168292,19130
LOADING ZONE,2017-02-11T07:44:00Z,31,PPA,39.967327,-75.165998,19130
EXPIRED INSPECTION,2017-02-14T10:44:00Z,41,PPA,39.966303,-75.164103,19130
LOADING ZONE,2017-02-24T07:43:00Z,31,PPA,39.967217,-75.166038,19130
LOADING ZONE,2017-02-25T07:54:00Z,31,PPA,39.96722,-75.166063,19130
LOADING ZONE,2017-03-03T07:45:00Z,31,PPA,39.96711,-75.166295,19130
LOADING ZONE,2017-03-04T07:43:00Z,31,PPA,39.967107,-75.166292,19130
METER EXPIRED,2017-02-25T10:38:00Z,26,PPA,40.041785,-75.027203,19136
METER EXPIRED,2017-02-22T11:50:00Z,26,PPA,40.003337,-75.151543,NA
EXPIRED INSPECTION,2017-02-22T11:53:00Z,41,PPA,40.00337,-75.151487,NA
EXPIRED INSPECTION,2017-03-29T11:35:00Z,41,PPA,40.002252,-75.152555,19140
EXPIRED INSPECTION,2017-03-25T18:45:00Z,41,PPA,39.942295,-75.15475,19147
METER EXPIRED CC,2017-02-24T19:45:00Z,36,PPA,39.952038,-75.173803,19103
STOP PROHIBITED CC,2017-03-01T15:36:00Z,76,PPA,39.948957,-75.160062,19107
BLOCKING DRIVEWAY,2017-02-04T08:20:00Z,51,POLICE,40.0352613071287,-75.2150654740413,19128
METER EXPIRED CC,2017-02-18T14:56:00Z,36,PPA,39.954592,-75.196417,19104
METER EXPIRED CC,2017-02-25T12:19:00Z,36,PPA,39.955895,-75.159922,19107
METER EXPIRED CC,2017-02-25T12:07:00Z,36,PPA,39.951757,-75.185062,19104
METER EXPIRED CC,2017-03-04T12:40:00Z,36,PPA,39.952168,-75.183828,19104
EXPIRED INSPECTION,2017-03-28T13:34:00Z,41,PPA,39.994798,-75.116563,19134
METER EXPIRED CC,2017-03-25T08:56:00Z,36,PPA,39.949388,-75.173977,19103
METER EXPIRED CC,2017-01-09T12:41:00Z,36,PPA,39.9413676176584,-75.1471741679321,19147
OVER TIME LIMIT,2017-01-17T11:34:00Z,26,PPA,39.9274217481335,-75.1641675317822,19148
METER EXPIRED CC,2017-02-21T08:19:00Z,36,PPA,39.944355,-75.171605,19146
METER EXPIRED,2017-03-22T11:32:00Z,26,PPA,39.928302,-75.230383,19142
METER EXPIRED CC,2017-02-24T22:28:00Z,36,PPA,39.948342,-75.143458,19106
STOP PROHIBITED CC,2017-02-24T23:05:00Z,76,PPA,39.948348,-75.143443,19106
PARKING PROHBITED CC,2017-01-12T06:22:00Z,51,PPA,39.9501059938637,-75.1578482560808,19107
METER EXPIRED CC,2017-02-04T09:49:00Z,36,PPA,39.9530522286596,-75.1523424129661,19106
EXPIRED INSPECTION,2017-01-17T18:06:00Z,41,PPA,39.9709320312921,-75.1333623330963,19125
OVER TIME LIMIT,2017-01-21T12:03:00Z,26,PPA,39.9709320312921,-75.1333623330963,19125
OVER TIME LIMIT,2017-01-20T22:14:00Z,26,PPA,39.9709320312921,-75.1333623330963,19125
EXPIRED INSPECTION,2017-02-02T16:32:00Z,41,PPA,39.9717867533821,-75.1338295236567,19125
STOPPING PROHIBITED,2017-01-12T14:24:00Z,51,PPA,39.9959142237086,-75.1393602761321,19133
TAXI STAND,2017-03-13T13:38:00Z,31,PPA,39.95118,-75.198165,19104
OVER TIME LIMIT,2017-02-06T12:17:00Z,26,PPA,39.949152,-75.213,19104
METER EXPIRED CC,2017-03-10T13:28:00Z,36,PPA,39.953623,-75.1714,19103
PARKING PROHBITED CC,2017-01-24T00:47:00Z,51,POLICE,39.9449058744585,-75.1500930104756,19106
METER EXPIRED CC,2017-01-04T20:34:00Z,36,PPA,39.9410364886624,-75.1445464900048,19147
METER EXPIRED CC,2017-01-21T08:30:00Z,36,PPA,39.953826741562,-75.1433879049789,19106
STOP PROHIBITED CC,2017-02-08T07:13:00Z,76,PPA,39.955317,-75.144505,19106
METER EXPIRED CC,2017-03-04T14:59:00Z,36,PPA,39.954205,-75.16166,19107
EXPIRED INSPECTION,2017-02-03T13:42:00Z,41,POLICE,39.9934737943309,-75.1323919638846,19133
METER EXPIRED,2017-02-08T13:40:00Z,26,PPA,40.0079856136413,-75.1515286958867,19140
METER EXPIRED,2017-02-15T15:46:00Z,26,PPA,40.008242,-75.151602,19140
METER EXPIRED CC,2017-01-28T13:14:00Z,36,PPA,39.9405833615296,-75.1496300609466,19147
OVER TIME LIMIT,2017-02-07T13:25:00Z,26,PPA,39.960045,-75.199967,19104
OVER TIME LIMIT,2017-03-06T13:31:00Z,26,PPA,39.95933,-75.201118,19104
OVER TIME LIMIT,2017-03-20T13:16:00Z,26,PPA,39.960267,-75.200057,19104
OVER TIME LIMIT,2017-03-28T11:14:00Z,26,PPA,39.959362,-75.201103,19104
METER EXPIRED,2017-01-21T15:10:00Z,26,PPA,39.9695997031157,-75.1598402944179,19123
METER EXPIRED CC,2017-02-07T21:19:00Z,36,PPA,39.941122,-75.145317,19147
METER EXPIRED CC,2017-01-07T21:41:00Z,36,PPA,39.9416483045516,-75.1494001849347,19147
BUS ONLY ZONE,2017-01-13T21:41:00Z,51,POLICE,39.9480259881324,-75.2273727988021,19143
METER EXPIRED CC,2017-02-24T16:02:00Z,36,PPA,39.942302,-75.154462,19147
METER EXPIRED CC,2017-03-24T10:09:00Z,36,PPA,39.954077,-75.190377,19104
METER EXPIRED CC,2017-01-18T12:14:00Z,36,PPA,39.9414555769012,-75.1478512815531,NA
METER EXPIRED CC,2017-01-18T11:32:00Z,36,PPA,39.9423072966987,-75.1547036019347,19147
OVER TIME LIMIT,2017-02-08T13:14:00Z,26,PPA,39.9405886363821,-75.164378024745,19147
METER EXPIRED CC,2017-02-15T16:06:00Z,36,PPA,39.941973,-75.152002,19147
EXPIRED INSPECTION,2017-01-04T18:25:00Z,41,PPA,39.9494593173014,-75.1620331524182,19107
METER EXPIRED,2017-02-07T16:04:00Z,26,PPA,40.0322605189525,-75.1766480454332,NA
METER EXPIRED,2017-02-10T14:39:00Z,26,PPA,40.017133,-75.083272,19124
METER EXPIRED,2017-02-04T18:47:00Z,26,PPA,39.927497,-75.16608,19148
EXPIRED INSPECTION,2017-03-02T10:39:00Z,41,PPA,39.940855,-75.157678,19147
METER EXPIRED CC,2017-01-08T16:34:00Z,36,PPA,39.9412469734285,-75.1462057179988,19147
METER EXPIRED CC,2017-01-11T13:51:00Z,36,PPA,39.9570060802948,-75.200788900943,19104
EXPIRED INSPECTION,2017-01-03T18:45:00Z,41,PPA,39.9501064341078,-75.1450328862039,19106
METER EXPIRED CC,2017-02-07T18:05:00Z,36,PPA,39.94261,-75.15215,19147
STOP PROHIBITED CC,2017-03-28T07:15:00Z,76,PPA,39.953437,-75.17164,19103
METER EXPIRED,2017-01-16T10:12:00Z,26,PPA,39.9212708003452,-75.1704460593764,19145
IMPROPER ON 2WAY HWY,2017-03-12T09:54:00Z,31,PPA,39.919243,-75.170893,19145
EXPIRED INSPECTION,2017-03-07T12:34:00Z,41,PPA,40.058892,-75.059403,19111
METER EXPIRED,2017-01-27T14:32:00Z,26,PPA,40.0747265994445,-75.204252434342,19118
OVER TIME LIMIT,2017-01-06T11:07:00Z,26,PPA,39.9705860471507,-75.1773948802871,19130
OVER TIME LIMIT,2017-02-10T11:59:00Z,26,PPA,39.970902,-75.1773,19130
OVER TIME LIMIT,2017-03-08T12:08:00Z,26,PPA,39.970955,-75.177245,19130
FIRE HYDRANT,2017-02-06T15:14:00Z,76,PPA,40.0243507306611,-75.2203731456865,19127
OVER TIME LIMIT,2017-01-24T19:49:00Z,26,PPA,40.0255767713804,-75.2218369516489,19127
CROSSWALK,2017-01-31T15:09:00Z,51,PPA,39.929607,-75.161625,19148
STOPPING PROHIBITED,2017-02-04T22:02:00Z,51,PPA,39.964307,-75.139,NA
METER EXPIRED CC,2017-01-21T19:16:00Z,36,PPA,39.9606978885082,-75.1707933217402,19130
OVER TIME LIMIT CC,2017-03-02T13:42:00Z,36,PPA,39.96362,-75.170143,19130
BUS ONLY ZONE,2017-03-31T13:29:00Z,51,PPA,40.03713,-75.041543,19149
METER EXPIRED,2017-01-09T14:16:00Z,26,PPA,40.075548,-75.082802,NA
METER EXPIRED,2017-03-03T12:55:00Z,26,PPA,40.075442,-75.082757,NA
SNOW EMERGENCY ROUTE,2017-03-14T04:45:00Z,51,POLICE,39.9868731615136,-75.1048912795013,19134
HP RESERVED SPACE,2017-02-08T08:50:00Z,301,POLICE,40.0294876788087,-75.1460808806731,19141
METER EXPIRED,2017-01-13T17:00:00Z,26,PPA,39.9585998461009,-75.2261771371022,19139
FIRE HYDRANT,2017-01-10T02:46:00Z,76,POLICE,39.9740051819851,-75.2200478187692,NA
PASSENGR LOADNG ZONE,2017-02-06T10:27:00Z,31,PPA,39.955217,-75.184162,19104
PARKING PROHBITED,2017-03-07T02:46:00Z,41,POLICE,39.9490548119999,-75.2332447194119,19143
CROSSWALK,2017-01-24T07:16:00Z,51,POLICE,40.0182268690856,-75.1172405848772,19120
EXPIRED TAG,2017-03-24T11:23:00Z,41,POLICE,40.0542705804931,-75.1467297910536,19126
METER EXPIRED CC,2017-03-03T16:42:00Z,36,PPA,39.962013,-75.157903,19123
METER EXPIRED CC,2017-03-21T21:53:00Z,36,PPA,39.950597,-75.162082,19107
METER EXPIRED CC,2017-01-07T20:17:00Z,36,PPA,39.9514781349056,-75.1720012072957,19103
EXPIRED INSPECTION,2017-03-12T22:45:00Z,41,POLICE,39.9965932297515,-75.1204662027196,19134
METER EXPIRED CC,2017-01-10T09:07:00Z,36,PPA,39.9545135856054,-75.1488038821598,19106
METER EXPIRED CC,2017-01-25T09:40:00Z,36,PPA,39.9532006562994,-75.1514845578496,19106
STOP PROHIBITED CC,2017-01-13T12:43:00Z,76,PPA,39.9540015228636,-75.1985514872775,19104
OVER TIME LIMIT,2017-03-31T13:56:00Z,26,PPA,39.984138,-75.157678,19121
PARKING PROHBITED CC,2017-03-29T14:21:00Z,51,PPA,39.950138,-75.158472,19107
OVER TIME LIMIT,2017-01-10T14:36:00Z,26,PPA,39.9775705018944,-75.1348281069748,19122
METER EXPIRED CC,2017-03-22T13:37:00Z,36,PPA,39.95201,-75.17255,19103
STOP PROHIBITED CC,2017-03-31T17:34:00Z,76,PPA,39.949328,-75.168103,19103
METER EXPIRED,2017-02-21T19:03:00Z,26,PPA,39.97744,-75.158118,19121
EXPIRED INSPECTION,2017-01-27T12:45:00Z,41,PPA,39.9797681087513,-75.1601765472433,NA
EXPIRED INSPECTION,2017-01-19T17:57:00Z,41,PPA,39.949568,-75.162038,19107
LOADING ZONE   CC,2017-03-13T17:19:00Z,51,PPA,39.951363,-75.171973,19103
PARKING PROHBITED CC,2017-03-16T12:02:00Z,51,PPA,39.951968,-75.17292,19103
OVER TIME LIMIT,2017-02-04T22:02:00Z,26,PPA,39.932702,-75.175902,19146
METER EXPIRED,2017-02-04T13:12:00Z,26,PPA,40.026283,-75.225732,19127
OVER TIME LIMIT,2017-01-03T21:11:00Z,26,PPA,39.9317177344104,-75.1730568202774,19146
IMPROPER ON 2WAY HWY,2017-03-24T20:22:00Z,31,PPA,39.921768,-75.170223,19145
METER EXPIRED CC,2017-01-16T21:56:00Z,36,PPA,39.9499727880972,-75.1440322691156,19106
OVER TIME LIMIT,2017-02-23T14:08:00Z,26,PPA,40.0211,-75.07883,19124
FIRE HYDRANT,2017-02-26T01:53:00Z,76,POLICE,40.01750191703,-75.0553504899774,19135
SIDEWALK,2017-03-06T22:10:00Z,51,POLICE,40.0334402772552,-75.0894935023173,19124
EXPIRED INSPECTION,2017-03-03T12:16:00Z,41,PPA,40.051515,-75.093717,19111
METER EXPIRED CC,2017-02-13T20:55:00Z,36,PPA,39.952017,-75.16914,19103
METER EXPIRED,2017-03-27T19:05:00Z,26,PPA,40.022903,-75.219192,19127
METER EXPIRED CC,2017-02-08T12:19:00Z,36,PPA,39.959602,-75.167717,19103
STOP PROHIBITED CC,2017-02-27T16:05:00Z,76,PPA,39.949212,-75.167752,19102
OVER TIME LIMIT CC,2017-03-07T18:10:00Z,36,PPA,39.943788,-75.173965,19146
OVER TIME LIMIT,2017-02-08T12:22:00Z,26,PPA,39.9654241639468,-75.172520042448,19130
PASSENGR LOADNG ZONE,2017-03-23T11:30:00Z,31,PPA,39.948637,-75.178275,19103
SIDEWALK   CC,2017-01-28T21:31:00Z,76,PPA,39.95973,-75.1561,19123
FIRE HYDRANT,2017-02-01T21:40:00Z,76,PPA,39.959547,-75.155932,19123
HP RAMP BLOCKED,2017-02-02T22:07:00Z,76,PPA,39.959648,-75.155788,19123
IMPROPER ON 1WAY HWY,2017-01-27T20:38:00Z,31,POLICE,39.9580729630908,-75.1561135737889,19107
EXPIRED INSPECTION,2017-02-07T17:21:00Z,41,PPA,39.9469145218688,-75.1448642970024,19106
EXPIRED INSPECTION,2017-02-07T20:14:00Z,41,PPA,39.947193,-75.145793,19106
METER EXPIRED,2017-03-02T11:46:00Z,26,PPA,39.957372,-75.202995,19104
METER EXPIRED,2017-03-09T11:38:00Z,26,PPA,39.957343,-75.20293,19104
BUS ONLY ZONE   CC,2017-03-20T09:58:00Z,76,PPA,39.957218,-75.201262,19104
METER EXPIRED CC,2017-02-09T16:36:00Z,36,PPA,39.949837,-75.161158,19107
METER EXPIRED CC,2017-02-13T13:41:00Z,36,PPA,39.961345,-75.166543,19123
STOP PROHIBITED CC,2017-03-22T14:47:00Z,76,PPA,39.947333,-75.154185,19107
STOP PROHIBITED CC,2017-01-10T07:30:00Z,76,PPA,39.9557259277508,-75.1737084209993,19103
STOP PROHIBITED CC,2017-01-10T06:59:00Z,76,PPA,39.9557259277508,-75.1737084209993,19103
CORNER CLEARANCE,2017-02-06T15:20:00Z,51,PPA,39.939755,-75.16825,19146
METER EXPIRED,2017-01-21T10:18:00Z,26,PPA,40.0396757102024,-75.0771991174467,19149
METER EXPIRED,2017-02-28T17:14:00Z,26,PPA,40.043937,-75.073092,19149
STOPPING PROHIBITED,2017-01-26T16:09:00Z,51,PPA,40.0361204573667,-75.1453718573709,19141
EXPIRED INSPECTION,2017-02-06T13:58:00Z,41,PPA,39.95379,-75.199667,19104
METER EXPIRED CC,2017-02-06T14:00:00Z,36,PPA,39.95387,-75.199708,19104
METER EXPIRED CC,2017-02-20T14:41:00Z,36,PPA,39.953963,-75.200795,19104
EXPIRED INSPECTION,2017-02-20T14:44:00Z,41,PPA,39.953957,-75.200852,19104
METER EXPIRED CC,2017-02-08T17:35:00Z,36,PPA,39.941042,-75.147573,19147
EXPIRED INSPECTION,2017-02-27T10:08:00Z,41,PPA,39.981123,-75.157467,19121
STOP PROHIBITED CC,2017-01-12T16:14:00Z,76,PPA,39.9496057414508,-75.166336460635,19102
STOP PROHIBITED CC,2017-01-09T18:40:00Z,76,PPA,39.9519554520175,-75.17270359051,19103
PARKING PROHBITED CC,2017-01-10T07:23:00Z,51,PPA,39.9538520976507,-75.1586499645567,19107
OVER TIME LIMIT,2017-02-22T11:23:00Z,26,PPA,39.979652,-75.161848,19121
SNOW EMERGENCY ROUTE,2017-02-09T07:52:00Z,51,POLICE,39.9274219764222,-75.1690929685773,19145
IMPROPER ON 2WAY HWY,2017-02-22T07:52:00Z,31,PPA,39.925897,-75.169397,19145
OVER TIME LIMIT,2017-02-07T16:19:00Z,26,PPA,40.035525176329,-75.1416212031646,19141
EXPIRED INSPECTION,2017-02-07T09:52:00Z,41,POLICE,39.9220935321237,-75.147310664759,19148
EXPIRED INSPECTION,2017-02-09T08:23:00Z,41,POLICE,39.9220935321237,-75.147310664759,19148
EXPIRED INSPECTION,2017-02-20T12:35:00Z,41,POLICE,39.9226166902699,-75.1481400999269,19148
EXPIRED INSPECTION,2017-02-23T09:05:00Z,41,POLICE,39.9220935321237,-75.147310664759,19148
METER EXPIRED,2017-03-04T08:55:00Z,26,PPA,40.036577,-75.131372,NA
METER EXPIRED CC,2017-02-10T19:05:00Z,36,PPA,39.947758,-75.167738,19102
STREET CLEANING,2017-02-07T08:21:00Z,31,PPA,40.050462,-75.094773,19111
STOP PROHIBITED CC,2017-02-10T17:53:00Z,76,PPA,39.948015,-75.160663,19107
METER EXPIRED CC,2017-01-12T12:21:00Z,36,PPA,39.9535424818538,-75.2027092500528,19104
METER EXPIRED,2017-01-27T19:27:00Z,26,PPA,40.0225810865052,-75.2188058473869,19127
OVER TIME LIMIT,2017-01-13T10:15:00Z,26,PPA,39.9715230259026,-75.1598647652026,NA
SIDEWALK,2017-02-06T00:00:00Z,51,POLICE,40.0275101483769,-75.1612047261779,NA
STOP PROHIBITED CC,2017-01-11T07:38:00Z,76,PPA,39.9509742534969,-75.1648112684454,19102
STOP PROHIBITED CC,2017-02-08T16:56:00Z,76,PPA,39.949467,-75.16301,19107
STOP PROHIBITED CC,2017-03-01T21:16:00Z,76,PPA,39.94928,-75.16296,NA
METER EXPIRED,2017-03-28T17:13:00Z,26,PPA,40.03669,-75.14478,19141
METER EXPIRED,2017-03-02T14:00:00Z,26,PPA,40.040787,-75.144548,NA
HP RESERVED SPACE,2017-02-08T17:30:00Z,301,POLICE,40.0425004956304,-75.1599914588342,NA
METER EXPIRED,2017-03-03T10:01:00Z,26,PPA,40.017127,-75.083155,19124
OVER TIME LIMIT,2017-02-19T01:45:00Z,26,PPA,39.961307,-75.139658,19123
STOP PROHIBITED CC,2017-01-05T11:06:00Z,76,PPA,39.953172,-75.156677,NA
OVER TIME LIMIT,2017-02-15T15:31:00Z,26,PPA,39.961855,-75.141068,19123
METER EXPIRED,2017-01-25T19:43:00Z,26,PPA,39.9601107650356,-75.1660825043779,19130
METER EXPIRED CC,2017-02-08T19:27:00Z,36,PPA,39.960295,-75.166312,19130
STREET CLEANING,2017-02-14T08:17:00Z,31,PPA,39.926533,-75.224197,19142
METER EXPIRED CC,2017-01-10T17:35:00Z,36,PPA,39.948165,-75.150408,NA
METER EXPIRED CC,2017-03-23T11:07:00Z,36,PPA,39.957057,-75.167778,19103
METER EXPIRED CC,2017-02-19T15:24:00Z,36,PPA,39.950458,-75.168993,19103
EXPIRED INSPECTION,2017-01-09T14:09:00Z,41,PPA,39.998819244411,-75.144030373025,NA
METER EXPIRED CC,2017-02-10T19:39:00Z,36,PPA,39.94923,-75.166352,19102
METER EXPIRED,2017-02-27T11:34:00Z,26,PPA,39.995042,-75.11608,19134
METER EXPIRED,2017-03-16T11:45:00Z,26,PPA,39.994942,-75.116128,19134
EXPIRED INSPECTION,2017-02-06T16:26:00Z,41,POLICE,39.9243885240689,-75.2329289325671,19142
EXPIRED INSPECTION,2017-02-07T14:15:00Z,41,POLICE,39.9243885240689,-75.2329289325671,19142
DOUBLE PARKED,2017-02-10T14:05:00Z,51,PPA,39.96304,-75.140987,19123
EXPIRED INSPECTION,2017-02-06T12:36:00Z,41,PPA,39.94932,-75.143758,19106
EXPIRED INSPECTION,2017-02-08T15:35:00Z,41,PPA,39.946917,-75.144737,19106
EXPIRED INSPECTION,2017-03-04T09:58:00Z,41,POLICE,39.9778349849225,-75.1451514233884,19122
METER EXPIRED CC,2017-02-28T09:33:00Z,36,PPA,39.943608,-75.16316,19147
OVER TIME LIMIT,2017-01-11T12:57:00Z,26,PPA,39.9674155499024,-75.1372198594433,NA
METER EXPIRED,2017-01-16T12:59:00Z,26,PPA,39.925139798671,-75.2349536990911,19142
OVER TIME LIMIT,2017-01-05T12:59:00Z,26,PPA,39.9433335252561,-75.1721582955653,19146
PARKING PROHBITED,2017-01-12T20:35:00Z,41,PPA,39.9407907183865,-75.1576726217918,19147
CORNER CLEARANCE,2017-03-20T08:35:00Z,51,POLICE,39.9261213089204,-75.1590628917994,19148
METER EXPIRED,2017-03-08T13:07:00Z,26,PPA,40.020055,-75.0806,19124
BUS ONLY ZONE,2017-01-14T09:19:00Z,51,PPA,39.9263190585916,-75.1574393299889,19148
METER EXPIRED CC,2017-01-18T19:52:00Z,36,PPA,39.9551221501683,-75.1575650122024,19107
STOPPING PROHIBITED,2017-01-24T11:19:00Z,51,PPA,39.9255066102763,-75.1608162537369,19148
OVER TIME LIMIT CC,2017-02-13T12:59:00Z,36,PPA,39.943913,-75.174543,19146
SCHOOL ZONE,2017-01-25T08:06:00Z,36,PPA,39.9250672965108,-75.1849597807009,19145
METER EXPIRED CC,2017-02-01T16:18:00Z,36,PPA,39.9479202649627,-75.1575176864605,19107
STOP PROHIBITED CC,2017-02-23T18:17:00Z,76,PPA,39.95177,-75.167628,19102
METER EXPIRED CC,2017-02-02T20:20:00Z,36,PPA,39.947645,-75.157557,19107
PARKING PROHBITED,2017-02-08T08:13:00Z,41,PPA,39.970155,-75.140805,19122
OVER TIME LIMIT,2017-02-01T20:51:00Z,26,PPA,39.93231,-75.167798,19146
